dummy_column_A,recipient_name,dummy_value
0.24456378,Humboldt State University,18.470592
0.959381273,EX OFF OF TRANSPORTAT,10.63087276
0.964257955,NEW YORK STATE  DEPAR,5.23480491
0.11443919,DEPARTMENT OF TRANSPO,21.9085515
0.478567014,University of Texas,19.63619707
0.441328023,DEPARTMENT OF TRANSPO,33.02835084
0.834761207,EX OFF OF TRANSPORTAT,76.03476347
0.025929467,ARKANSAS STATE HIGHWA,24.78122342
0.058728098,DEPARTMENT OF HWY TRA,80.76279918
0.92453463,DEPARTMENT OF HIGHWAY,97.05652851
0.232932904,DEPARTMENT OF TRANSPO,76.15788336
0.249054909,DEPARTMENT OF TRANSPO,38.98983035
0.869237557,FLORIDA DEPT OF TRANS,83.17877201
0.133173627,DEPARTMENT OF TRANSPO,1.543132392
0.778512252,DEPARTMENT OF TRANSPO,63.6643906
0.24901858,UNITED KEETOOWAH BAND OF CHEROKEE,2.640933552
0.809163934,STATE  DEPARTMENT OF,30.14530018
0.29474158,DEPARTMENT OF TRANSPO,87.90823389
0.284076676,WEST VIRGINIA  DEPTAR,66.30017436
0.962450901,DEPARTMENT OF HWY TRA,6.10127947
0.598664,HOPE WORLDWIDE,77.95537918
0.128173005,DEPARTMENT OF TRANSPO,54.06975876
0.792719471,WISCONSIN DEPARTMENT OF NATURAL RESOURCES,71.70502897
0.012860846,MICHIGAN DEPARTMENT OF ENVIRONMENTAL QUALITY,93.86930633
0.0800913,DONALD DANFORTH PLANT SCI CTR,55.20721252
0.643250492,STATE  DEPARTMENT OF,85.15752921
0.029803002,City of Woodland,24.10525082
0.503249446,OKLAHOMA DEPARTMENT O,99.70740737
0.244299424,New Mexico Department of Game and Fish,19.33289775
0.831111523,DEPARTMENT OF HIGHWAY,7.346595989
0.814342202,UTAH DEPARTMENT OF TR,66.09870139
0.329893207,DEPARTMENT OF TRANSPO,50.42837772
0.484475869,COLGAN AIR,7.39571423
0.024257491,DEPARTMENT OF TRANSPO,17.14874693
0.410234329,OKLAHOMA DEPARTMENT O,47.23358037
0.114269423,WEST VIRGINIA  DEPTAR,7.084941635
0.65892886,WEST VIRGINIA  DEPTAR,87.89644608
0.109280035,IOWA DEPARTMENT OF TR,61.2144521
0.408728863,ILLINOIS  DEPARTMENT,5.629091366
0.723084898,DEPARTMENT OF TRANSPO,0.9976863
0.913165572,MICHIGAN DEPARTMENT O,60.15382129
0.664769809,MARYLAND STATE HIGHWA,61.70298677
0.518550396,City of Santa Barbara,87.56673609
0.889519763,NORTH DAKOTA HIGHWAY,26.9647903
0.144989112,U.S. BANK GOVERNMENT SERVICES,69.02502492
0.39897956,AGENCY OF TRANSPORTAT,41.59806596
0.160833537,DEPARTMENT OF TRANSPO,24.1158663
0.439091922,University of Oklahoma,11.50909115
0.073321441,KANSAS DEPARTMENT OF,56.3867844
0.323177714,DEPARTMENT OF TRANSPO,19.90595762
0.34078283,ALABAMA HIGHWAY DEPT,42.90550725
0.52710653,NEW YORK STATE  DEPAR,81.99549349
0.791500272,TTA,99.57907871
0.785308531,DEPARTMENT OF HWY TRA,14.10520346
0.655758202,ARKANSAS STATE HIGHWA,44.35742792
0.198259007,DEPARTMENT OF TRANSPO,16.75156903
0.563100445,CITY OF DANVILLE,91.79148272
0.57811642,OHIO DEPARTMENT OF TR,13.65714291
0.120038117,DEPARTMENT OF HIGHWAY,84.38294039
0.113277114,DEPARTMENT OF TRANSPO,27.85848851
0.46344112,DEPARTMENT OF TRANSPO,20.40969156
0.443740439,Minnesota Department of Natural Resources,21.98408725
0.985225018,MICHIGAN DEPARTMENT O,94.48204732
0.14704989,WASHINGTON STATE  DEP,54.87442251
0.852605427,NEW YORK STATE  DEPAR,97.89002457
0.116336498,DEPARTMENT OF HWY TRA,67.95496506
0.145617173,MICHIGAN DEPARTMENT O,79.9542085
0.784803887,MULTNOMAH COUNTY HEALTH CARE DELIVERY SYSTEM,76.48913801
0.381111828,OKLAHOMA DEPARTMENT O,50.96324577
0.658740813,SARCOS RESEARCH CORPORATION,79.18865355
0.482678601,DEPARTMENT OF TRANSPO,96.75742978
0.545415683,OHIO DEPARTMENT OF TR,16.25554975
0.716422776,DEPARTMENT OF HIGHWAY,63.13769891
0.236753103,DEPARTMENT OF TRANSPO,17.37027777
0.551891674,WISCONSIN DEPARTMENT OF NATURAL RESOURCES,56.7963511
0.922716556,MICHIGAN DEPARTMENT O,77.91207947
0.422343042,CA ST JUDICIAL COUNCIL,32.68108644
0.448124357,TOWN OF WAWARSING,84.73297073
0.829623627,CITY OF ZANESVILLE,62.3025469
0.395909301,SAN JUAN CITY DEPARTMENT OF FINANCE,16.05715953
0.436433389,WYOMING HIGHWAY DEPAR,34.93836709
0.186467246,ILLINOIS  DEPARTMENT,73.47015375
0.832973449,"WAUKESHA ELECTRIC SYSTEMS, INC.",89.63916157
0.775499105,Idaho Department of Fish & Game,32.6888815
0.738455496,DEPARTMENT OF TRANSPO,46.5936374
0.322105055,NEVADA DEPARTMENT OF,28.78346039
0.797816314,OREGON HEALTH & SCIENCE UNIVERSITY,91.4146176
0.356718856,OHIO DEPARTMENT OF TR,61.49646999
0.603660167,ARKANSAS STATE HIGHWA,9.225417789
0.2199218,Department of Fish and Wildlife,21.0086172
0.547954361,COUNTY OF EL DORADO,60.17554641
0.33312121,NEW MEXICO STATE  HIG,92.1717551
0.817285128,DEPARTMENT OF TRANSPO,42.69572998
0.798910379,STATE OF IDAHO  DEPAR,37.33929998
0.656593711,LSU HEALTH SCIENCES CENTER/NIH,92.54430819
0.741310412,WEST VIRGINIA  DEPTAR,26.17774105
0.957217882,INDIANA DEPARTMENT OF,61.45193408
0.530182774,OREGON HEALTH & SCIENCE UNIVERSITY,51.87698282
0.619697688,DEPARTMENT OF ROADS,95.83751405
0.234782856,DEPARTMENT OF TRANSPO,82.23820255
0.018900707,"Montana Department of Fish, Wildlife & Parks",43.62443246
0.306213963,MICHIGAN DEPARTMENT O,39.6432363
0.376071044,DEPARTMENT OF TRANSPO,73.51578718
0.475421946,Southern Nevada Water Authority,70.35915365
0.528308064,DEPARTMENT OF TRANSPO,92.91771453
0.880877985,TAMU,22.38278625
0.263875841,UNIV MICHIGAN ANN ARBOR,13.8894964
0.992342386,EL PASO CHAMBER OF COMMERCE,67.90847358
0.515663868,"MD DEPARTMENT OF LABOR, LICENSING, & REGULATI",51.93335716
0.228025449,"UNIVERSITY OF TEXAS, MEDICAL BRANCH AT GALVES",46.57725118
0.896319251,UNIVERSITY OF HAWAII,14.28158124
0.559681719,UTC POWER CORPORATION,4.388878787
0.962779657,UNIVERSITY OF MARYLAND BALTIMO,29.50171804
0.367478649,"SUNY, BUFFALO",5.463417835
0.104844209,University of Wyoming - Department of Anthrop,78.57849961
0.531251898,CATAWBA INDIAN NATION HEAD START,7.829294419
0.547231261,Kansas Department of Wildlife & Parks,82.2913777
0.130536214,Mississippi Automated Resource Information Sy,91.68897279
0.085774861,UNIVERSITY OF CALIFORNIA,91.97014032
0.722527848,U of Cal Berkeley,15.52426375
0.357142676,DEPARTMENT OF TRANSPO,95.88020414
0.998553387,TULANE UNIVERSITY OF LOUISIANA,3.312417544
0.911659469,Texas Parks and Wildlife Department,37.83381728
0.065908518,San Juan Dineh Water Users,19.08114994
0.538735136,"UNIVERSITY OF CALIFORNIA-LOS ANGELES, BOARD O",5.941520355
0.007884947,New York State Office of Cyber Security & Cri,54.39202323
0.571789587,BROWN UNIVERSITY,21.16102275
0.992670464,CA DEPT OF TOXIC SUBS CONTROL,6.46536268
0.896230281,OHIO DEPARTMENT OF TR,58.01807619
0.686385607,WA ST DIVISION OF PUBLIC ASSISTANCE,81.33290457
0.720983495,"VANDERBILT UNIVERSITY HOSPITAL, CHILDREN'S RE",61.21357577
0.190022552,UNIVERSITY OF MONTANA,3.055489691
0.586332241,OHIO DEPARTMENT OF TR,64.63221354
0.352166446,New Mexico Department of Game and Fish,80.03630784
0.222421792,WEST VIRGINIA  DEPTAR,84.74892004
0.893712886,EVANSTON NORTHWESTERN HEALTHCARE RESEARCH INS,18.77974282
0.633546246,BISMARCK STATE COLLEGE,13.27589985
0.898953784,Vale Oregon Irrigation District,14.21568121
0.298070464,SD ST DEPARTMENT OF EDUCATION & CULTURAL AFFA,4.429183822
0.330696095,San Diego State University Foundation,13.11482775
0.505571894,DEPARTMENT OF TRANSPO,25.51812665
0.815199655,"KOOTZNOOWOO, INC",33.32371026
0.506369004,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,6.113300391
0.167098649,UNIVERSITY OF CALIFORNIA,5.576274375
0.407575817,Michigan Department of Natural Resources,16.95258367
0.583388897,ILLINOIS  DEPARTMENT,81.84895189
0.59435421,THE UNIVERSITY OF RHODE ISLAND,54.16225458
0.756293796,NEW MEXICO STATE  HIG,26.67536224
0.932147681,UNIVERSITY OF ILLINOIS AT CHICAGO,99.17640554
0.961454098,PONCE DEPARTMENT OF HEALTH,22.69012093
0.786926106,Association of Village Council Presidents,71.80351829
0.554939721,STATE  DEPARTMENT OF,94.77761418
0.937254486,U of Ill Urbana-Champaign,58.5199903
0.951492346,SOUTHERN RURAL HEALTH CARE CONSORTIUM,85.58748801
0.993230074,NATIONAL COUNCIL ON AGING,79.76586071
0.557774717,University of New Mexico,18.59874511
0.876834862,WI ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,16.04002183
0.588156185,UNIVERSITY OF HAWAII,89.40577348
0.207617289,"UNIVERSITY OF CALIFORNIA-LOS ANGELES, BOARD O",61.7006988
0.282929066,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,53.60107881
0.374277039,WYOMING HIGHWAY DEPAR,9.244777209
0.331779043,TEXAS WORKFORCE COMMISSION,68.3601042
0.096987363,DEPARTMENT OF TRANSPO,66.46048093
0.022686873,BERKSHIRE COUNTY HEAD START DEVELOPMENT PROGR,31.0697723
0.432909946,UNIVERSITY OF CALIFORNIA,40.01459884
0.278850819,NEW YORK STATE  DEPAR,37.70807716
0.974994198,Florida Fish and Wildlife Conservation Commis,29.34252016
0.673841318,U of Colorado Boulder,20.40731184
0.196917689,UNIVERSITY OF COLORADO AT DENVER,21.73529899
0.582375488,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,90.19919834
0.478690913,UNIVERSITY OF HAWAII,72.6675573
0.306464073,DEPARTMENT OF TRANSPO,52.20163549
0.818002076,WI ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,47.08391341
0.106998107,UNIVERSITY OF ILLINOIS,35.32510857
0.959976789,NJTC,28.40788612
0.737670006,"SUNY, BUFFALO",53.89055271
0.27956884,Hualapai Tribe,10.57154617
0.815357644,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,7.060820342
0.819042908,SIOUX FALLS CITY HEALTH DEPARTMENT,24.15662184
0.213368083,"California Lawyers for the Arts, Inc.",70.67696446
0.104379535,UNIVERSITY OF IOWA,42.62010953
0.689724915,THE CONFEDERATED TRIBES OF THE WARM SPRINGS R,38.05015509
0.266654105,MISSOURI  DEPARTMENT OF ECONOMIC DEVELOPMENT,0.908512856
0.825424503,U of MD College Park,2.690386504
0.814427408,MICHIGAN DEPARTMENT OF CAREER DEVELOPMENT,70.05977747
0.537537933,"UNIVERSITY OF CALIFORNIA-LOS ANGELES, BOARD O",61.01340803
0.95592505,"VANDERBILT UNIVERSITY HOSPITAL, CHILDREN'S RE",22.63542903
0.855740704,HARVARD UNIVERSITY MEDICAL SCHOOL,85.34735057
0.57097255,ILLINOIS DEPARTMENT OF EMPLOYMENT SECURITY,2.039615086
0.044886626,CLINICA CAMPESINA/RURAL HEALTH CLINIC,17.29095477
0.106011444,CENTRAL VERMONT COMMUNITY ACTION AGENCY,1.167480046
0.89215612,California Department of Fish & Game,4.986544848
0.32964617,UNIVERSITY OF ILLINOIS BOARD OF TRUSTEES,73.35923827
0.139978937,MIT,64.59721804
0.938480736,DUKE UNIVERSITY,71.97558114
0.004365607,"METRO HELP, INC",68.70171013
0.56577116,UNIVERSITY OF MARYLAND-EASTERN SHORE,92.34617692
0.779757394,CITY OF LEXINGTON,76.15770307
0.729581206,Wildlife Resources Commission,19.97799966
0.693046371,REGENTS OF THE UNIVERSITY OF MINNESOTA,27.08065587
0.762178654,WI ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,60.17815584
0.715863921,UNIVERSITY OF NEBRASKA,38.85680977
0.800568198,Texas Parks and Wildlife Department,54.4880946
0.542735797,U of Texas Austin,76.94843414
0.712702147,Department of Fish and Wildlife,5.823866396
0.693789226,American Samoa Government,10.85854046
0.028606991,"Montana Department of Fish, Wildlife & Parks",45.67308497
0.065152393,MISSOURI  HIGHWAY & T,61.93937787
0.604830991,"CORNELL UNIVERSITY, MEDICAL COLLEGE",14.7162407
0.975289193,MICHIGAN STATE UNIVERSITY,5.042958002
0.12116133,BROWN UNIVERSITY,99.32871677
0.583262429,NEW MEXICO STATE UNIVERSITY,53.39291164
0.106398746,"UNIVERSITY OF CHICAGO, THE",50.61412985
0.430770947,CITY OF TARPON SPRINGS,56.15402554
0.119825109,GA Tech Res Corp - GIT,13.75164394
0.64449786,GENERAL MOTORS CORPORATION,43.06206996
0.389671988,TELAMON CORPORATION,87.50414357
0.545138037,NASSAU COUNTY HEALTH DEPARTMENT,42.478675
0.981107198,OKLAHOMA DEPARTMENT O,42.7246056
0.982376043,PIKETON INITIATIVE FOR NUCLEAR INDEPENDENCE L,2.140642109
0.071660376,DEPARTMENT OF TRANSPO,81.92567757
0.490746714,CITY OF TUCSON,45.98602591
0.485979557,SD DEPARTMENT OF ENVIRONMENT & NATURAL RESOU,13.89461357
0.014656317,"DRESSER, INC",30.31200964
0.272371264,DEPARTMENT OF TRANSPO,0.576172682
0.580039442,DEPARTMENT OF HWY TRA,83.57931781
0.537370148,BROWARD COUNTY WATER MGMT,52.95294408
0.689490249,OCONEE SOIL WATER CON DIST,40.57178222
0.844622653,JOB SERVICE OF NORTH DAKOTA,40.5451355
0.343225421,FLORIDA DEPT OF TRANS,58.7389692
0.014120203,SEMINOLE TRIBE OF FLORIDA,66.40417495
0.992444252,EXECUTIVE OFFICE OF THE COMMONWEALTH OF KENTU,6.570172715
0.866501586,UTAH DEPARTMENT OF TR,56.87393707
0.176577705,CRUSADERS CENTRAL CLINIC ASSOCIATION,20.30727298
0.299980944,NIOWAVE INC,15.87245339
0.878439137,SC EMPLOYMENT SECURITY COMMISSION,68.65430767
0.239185511,KY DEPARTMENT FOR WORKFORCE INVESTMENT,23.51301482
0.854134641,IN STATE BOARD OF HEALTH,56.42749749
0.059967091,DEPARTMENT OF HWY TRA,69.98219272
0.101395674,DEPARTMENT OF TRANSPO,30.75526251
0.805760881,"Young People's Chorus of New York City, Inc.",63.30131409
0.069747159,DEPARTMENT OF TRANSPO,20.5379058
0.044096914,DEPARTMENT OF TRANSPO,76.18186471
0.856051297,UTAH DEPARTMENT OF TR,66.36707187
0.16110902,SD DEPARTMENT OF ENVIRONMENT & NATURAL RESOU,80.60597789
0.896075204,ME DEPARTMENT OF LABOR,68.90956298
0.721619767,DEPARTMENT OF TRANSPO,9.514001164
0.584734135,Indiana University,63.03120033
0.666041755,DEPARTMENT OF TRANSPO,19.42360193
0.19052556,"OPEN SECURE ENERGY CONTROL SYSTEMS,LLC",70.86181953
0.876932916,FLORIDA DEPT OF TRANS,63.58994745
0.391218593,DEPARTMENT OF HWY TRA,4.187337106
0.121414286,DEPARTMENT OF TRANSPO,6.643088846
0.82928288,CHEROKEE NATION OF OKLAHOMA,29.8708668
0.094770998,CITY OF CODY,10.63898726
0.215834494,DEPARTMENT OF TRANSPO,99.10469904
0.577593439,DISABILITY RIGHTS WISCONSIN,40.20175859
0.469266856,OR ST SENIOR AND DISABLED SERVICES,19.61806613
0.66471394,DEPARTMENT OF TRANSPO,97.34718874
0.097012181,DEPARTMENT OF TRANSPO,32.52741862
0.715221773,OKLAHOMA DEPARTMENT O,8.427684142
0.072761852,MICHIGAN DEPARTMENT O,11.36380863
0.693985495,AK DEPARTMENT OF LABOR AND WORKFORCE DEVELOPM,92.10661757
0.069388384,Metro Denver Black Church Initiative,31.15006761
0.569052569,FLORIDA DEPT OF TRANS,7.763162228
0.516818222,DEPARTMENT OF TRANSPO,94.37677632
0.07267929,CITY OF SHREVEPORT,57.37312754
0.974420678,FLORIDA DEPT OF TRANS,52.58610536
0.549036939,DEPARTMENT OF TRANSPO,79.3276671
0.112644241,FLORIDA DEPT OF TRANS,9.491264755
0.438824522,MICHIGAN DEPARTMENT O,42.70121218
0.299657649,COHERA MEDICAL INC,91.53287924
0.205274006,FLORIDA DEPT OF TRANS,23.38274853
0.010527652,FLORIDA DEPT OF TRANS,51.87729465
0.474480784,DEPARTMENT OF TRANSPO,71.46263997
0.703594794,ARIZONA DEPARTMENT OF,73.3954557
0.620762878,UNIVERSITY OF WASHINGTON,11.40999862
0.008807688,COUNTY OF MARQUETTE,34.17329807
0.493314228,DEPARTMENT OF TRANSPO,36.74395562
0.890244815,MICHIGAN DEPARTMENT O,40.54293026
0.0939611,OKLAHOMA DEPARTMENT O,46.19113676
0.222338915,MICHIGAN DEPARTMENT O,12.47098407
0.064683184,"YOLO COUNTY DEPT OF ALCOHOL, DRUG & MENTAL HE",76.27569928
0.420085767,TX ST Department on Aging and Disability Serv,0.565970519
0.586270039,DEPARTMENT OF TRANSPO,22.5450694
0.178630676,DEPARTMENT OF TRANSPO,38.39224476
0.326707581,DEPARTMENT OF TRANSPO,75.84916714
0.848222361,SUNRISE COMMUNITY HEALTH,96.41912977
0.245024266,ARIZONA DEPARTMENT OF,38.56325724
0.477484399,POTTSTOWN,4.100761567
0.317840291,Harrisville Fire District,17.59727405
0.731126282,LAC COURTE OREILLES OBJIBWA COMMUNITY COLLEGE,38.90592009
0.655882956,NY ST OFFICE OF CHILDREN AND FAMILY SERVICES,54.73593165
0.152462985,KANSAS DEPARTMENT OF,67.56970021
0.650691831,NFTA,99.1497557
0.743465503,CALENDONIA CO NRCD,63.50504069
0.320484251,NEVADA DEPARTMENT OF,70.36280266
0.943676511,ARIZONA DEPARTMENT OF,73.01671414
0.963619706,MICHIGAN DEPARTMENT O,86.45944023
0.631553846,OKLAHOMA DEPARTMENT O,83.75857708
0.211021315,OHIO DEPARTMENT OF TR,57.97661131
0.006169716,FLORIDA DEPT OF TRANS,10.23313643
0.132220521,LOUISIANA DEPARTMENT OF HEALTH AND HOSPITALS,40.91683323
0.427520076,"Diggins, Village of",75.56409745
0.472944616,MICHIGAN DEPARTMENT O,5.453380666
0.357991444,NORTHWEST INDIAN COLLEGE FOUNDATION,65.70761332
0.453332369,QUINAULT TRIBE OF THE QUINAULT RESERVATION,18.95809572
0.588527347,UT DEPARTMENT OF ENVIRONMENTAL QUALITY,74.47398819
0.654503127,AGENCY OF TRANSPORTAT,59.72671088
0.896954194,UTAH DEPARTMENT OF TR,51.86511441
0.440736914,ALABAMA HIGHWAY DEPT,29.45695065
0.679081503,FLORIDA DEPT OF TRANS,81.64844605
0.163093506,"AMERICA CARGO TRANSPORT, INC.",14.3976893
0.0892609,DEPARTMENT OF TRANSPO,28.07258377
0.212947943,DEPARTMENT OF HWY TRA,45.42955086
0.568446436,DEPARTMENT OF TRANSPO,82.15156447
0.314856904,DEPARTMENT OF TRANSPO,67.48355192
0.335105858,DEPARTMENT OF TRANSPO,26.04396722
0.569520644,DEPARTMENT OF TRANSPO,74.45439617
0.119371156,FLORIDA DEPT OF TRANS,41.71641084
0.743958538,Imagine Enterprises,41.63872871
0.664281105,Mercer County Behavioral Health Commission,97.10337233
0.363422308,COUNTY OF SANTA CLARA,42.0124456
0.335445995,SUWANNEE RIVER WMD,76.66563043
0.209400962,LAMPKIN CONSTRUCTION CO,37.30042705
0.02433516,FLORIDA DEPT OF TRANS,85.67894567
0.833918637,MICHIGAN DEPARTMENT O,29.19519159
0.26814724,DEPARTMENT OF TRANSPO,95.0223926
0.595781803,COMMUNITY HEALTH COUNCIL OF LEBANON COUNTY,43.27352574
0.199248134,Regional Utility Service Systems Commission,63.07184639
0.338150488,DEPARTMENT OF TRANSPO,15.44500038
0.070147931,ARIZONA DEPARTMENT OF,75.43609395
0.133982329,DEPARTMENT OF TRANSPO,16.92558249
0.172895038,MICHIGAN DEPARTMENT O,82.7546917
0.229489453,DEPARTMENT OF TRANSPO,26.57415872
0.734605613,WILLCOX-SAN SIMON NRCD,84.05353007
0.231520959,Sheavers Creek / Lake Cnty W &S District,77.56117721
0.132262028,Orme Town of,12.68179689
0.668236601,H LEE MOFFITT CANCER CENTER & RESEARCH INSTIT,74.39339076
0.149905982,TIPTON COUNTY GOVERMENT,63.23387916
0.912834067,DEPARTMENT OF HWY TRA,3.023713445
0.646761607,BROOKINGS ECONOMIC DEVELOPMENT CORP.,3.822429098
0.217881256,DEPARTMENT OF TRANSPO,90.33806391
0.515523104,DEPARTMENT OF TRANSPO,91.63210652
0.88814602,DEPARTMENT OF ROADS,82.42363665
0.114241115,DEPARTMENT OF HWY TRA,18.64768304
0.127193153,"MOUNTAIN VIEW, CITY OF",44.92363595
0.141220663,DEPARTMENT OF HWY TRA,80.34313027
0.308552964,City of Inman,4.329315266
0.533249243,ARKANSAS STATE HIGHWA,85.2243026
0.015144594,HUMBOLDT STATE UNIVERSITY SPONSORED,90.61145906
0.901481331,OKLAHOMA DEPARTMENT O,30.83175191
0.407309198,DEPARTMENT OF TRANSPO,22.56140979
0.244696532,DEPARTMENT OF PUBLIC,6.002095228
0.466116152,DEPARTMENT OF HIGHWAY,13.66749107
0.308850856,DEPARTMENT OF ROADS,24.31614024
0.279337101,MICHIGAN DEPARTMENT O,86.53585541
0.602507556,OHIO DEPARTMENT OF TR,85.42655688
0.913986707,DEPARTMENT OF TRANSPO,80.76952688
0.225170339,CITY OF GREENVILLE,68.33373208
0.315141584,IOWA DEPARTMENT OF TR,65.36509245
0.409154978,ARKANSAS STATE HIGHWA,40.46373668
0.328242148,DEPARTMENT OF TRANSPO,89.37602789
0.535031606,DEPARTMENT OF ROADS,48.94676615
0.469251911,University of Georgia Research,66.59743832
0.844461979,"VANDERBILT UNIVERSITY HOSPITAL, CHILDREN'S RE",39.90585725
0.467265202,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL AT,52.85672652
0.846422294,MN DEPARTMENT OF EMPLOYMENT & ECONOMIC DEVELO,90.73414332
0.897900601,NC DEPT OF ENVIRONMENT & NAT'L RESOURCES,8.215502107
0.144707674,MASSACHUSETTS GENERAL HOSPITAL,89.20160739
0.905034358,Clark County Dept of Air Quality,77.51334886
0.735389001,The Institute for Bird Populations,23.45347878
0.065074972,WA SOCIAL & HEALTH,14.17697486
0.907903552,TX HEALTH & HUMAN SERVICES,67.83786416
0.113973409,Idaho Department of Fish & Game,0.079264142
0.754255424,Clark County Dept of Air Quality,41.85620416
0.501020513,DUKE UNIVERSITY,19.20816717
0.651943045,SELF HELP VENTURES FUND,56.96438281
0.227083232,JOHNS HOPKINS UNIVERSITY,25.96657666
0.626448788,UNIVERSITY OF MARYLAND BALTIMORE PROFESSIONAL,14.34325949
0.375273213,UNIVERSITY OF WYOMING,79.46996164
0.045071175,WI DEPT OF HEALTH & FAMILY SVCS,32.52736336
0.079954276,NV Department of Health and Human Services,98.81492879
0.377924523,WASHINGTON UNIVERSITY,49.90562525
0.982446088,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGEN,14.8654801
0.707036886,"Michigan State University, Michigan Natural F",86.23646772
0.596159378,CALIFORNIA STATE OF,87.25189314
0.572911796,ARIZONA BOARD OF REGENTS UNIVE,40.24917182
0.626462494,KY CABINET FOR HEALTH AND FAMILY SERVICES,52.88012049
0.236497116,CHILDREN'S HOSPITAL CORPORATION,3.063293711
0.87730177,ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIV,31.31265154
0.604830639,PREMIER GRAIN,90.49277457
0.516247248,OREGON STATE UNIVERSITY,88.43794707
0.41249437,SCOTT & WHITE MEMORIAL HOSPITAL,99.83699034
0.899348198,MASSACHUSETTS GENERAL HOSPITAL,59.65247064
0.454167274,ALBANY MEDICAL COLLEGE OF UNION UNIVERSITY,80.69177659
0.699273657,"SUNY, BUFFALO",37.75327193
0.023295814,BAYLOR COLLEGE OF MEDICINE,55.77816999
0.593260364,"UNIVERSITY OF MINNESOTA, OFFICE OF STUDENT FI",59.64505827
0.636231178,UNIVERSITY OF IOWA THE (INC),96.06080696
0.133480247,UNIVERSITY OF MICHIGAN,92.51386229
0.916926925,YALE UNIVERSITY,50.27722178
0.063425788,JHPIEGO CORPORATION (4444),77.20341603
0.330816509,UNIVERSITY OF MICHIGAN,88.61308438
0.184095252,CITY OF ST. MARYS,78.86675791
0.019763944,Stephen F. Austin State University,90.87859721
0.677841189,Tahoe Regional Planning Agency,59.69749609
0.216586741,Washington Dept of Fish and Wildlife,28.20623839
0.265132412,BOARD OF TRUSTEES UNIVERSITY O,72.78368529
0.780905676,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGEN,85.77853556
0.565285708,Nevada Division of Forestry,11.50914811
0.415766393,UNIVERSITY CORPORATION FOR ATM,36.82796571
0.020698377,Congaree Land Trust,54.23694645
0.961486662,REGENTS OF THE UNIVERSITY OF C,11.34910198
0.098202295,Student Conservation Association,98.04162589
0.417008553,The Student Conservation Association,86.07616748
0.225809552,DARTMOUTH COLLEGE,75.01822715
0.829814235,REGENTS OF THE UNIVERSITY OF C,46.41097407
0.954040907,UNIVERSITY OF CALIFORNIA,37.47953665
0.671554272,Mattole Streamwaters Monitoring Project,86.74912161
0.005782066,UNIVERSITY OF WASHINGTON,37.15611591
0.923459929,CHILDREN'S HOSPITAL OF PHILADELPHIA,43.40415213
0.238519858,UNIVERSITY OF CALIFORNIA,77.17198212
0.454365937,ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIV,56.52640049
0.820399517,"INDIANA UNIVERSITY, BLOOMINGTON",88.62154961
0.248260931,SOUTHWEST RESEARCH INSTITUTE I,4.255771879
0.685588712,The Nature Conservancy,49.03522563
0.825394205,LOCKHEED MARTIN CORPORATION,16.92435334
0.583003987,BETH ISRAEL HOSPITAL,17.72374344
0.33492785,The Pennsylvania State University,53.64602133
0.158830505,THE REGENTS OF THE UNIVERSITY,12.49285239
0.19177532,EMPOWERMENT GROUP INC,37.75549942
0.722528408,GORDON RESEARCH CONFERENCES IN,37.31144509
0.098733548,SAN ILDEFONSO PUEBLO,55.72574165
0.517325823,THE REGENTS OF THE UNIVERSITY,47.86210181
0.279631702,The Student Conservation Association,75.25853204
0.855651516,"The Student Conservation Association, Inc.",79.61740556
0.205232117,UNIV CALIF BERKELEY,52.2003959
0.795413671,PLANETARY SCIENCE INSTITUTE,25.80935253
0.911299333,UNIVERSITY OF MICHIGAN,55.48122242
0.970126446,ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIV,86.68583679
0.769271174,MASSACHUSETTS INSTITUTE OF TEC,92.11285789
0.887167137,PREDICTIVE PHYSIOLOGY & MEDICINE INC,40.92911546
0.964433225,Jackson County Sheriff,19.83470155
0.96785643,CLEMSON UNIVERSITY,39.9859749
0.967925881,WRIGHT STATE UNIVERSITY,57.28148518
0.916304788,JOHNS HOPKINS UNIVERSITY,80.84879502
0.044102021,HAMPTON UNIV,90.11280994
0.604111001,OHIO STATE UNIVERSITY RESEARCH,21.51314104
0.718914744,YALE UNIVERSITY,78.84926959
0.934041547,The Confederated Tribes of Grand Ronde,22.02211288
0.843981434,Franklin County Commissioners,91.10876172
0.431794876,University of Hawaii,48.1761458
0.18308754,"JOHNS HOPKINS UNIVERSITY, SCHOOL OF MEDICINE",22.87377496
0.645298199,NEW YORK UNIVERSITY MEDICAL CENTER,3.811411272
